name,id,breadcrumbs,price,price2,parameters,categories,exhibitions,date,sales,details
"""日清 NISSIN 葵花籽油 900ml+100ml小壶装  (非转基因)""","""3351868""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥20.00 /瓶""","""¥21.00 /瓶""","{""品牌"": ""日清"", ""规格"": ""900ml+100ml""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3244948/1618222826280/Original/1_3351868.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3244948/1618222826280/Original/2_3351868.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3244948/1618222826280/Original/3_3351868.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3244948/1618222826280/Original/4_3351868.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3244948/1618222826280/Original/5_3351868.jpg/DetailBig""]","""2017-07-05""",870,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3351868/1618538638277/3351868_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3351868/1618538638277/3351868_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3351868/1618538638277/3351868_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3351868/1618538638277/3351868_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3351868/1618538638277/3351868_05.jpg""]"
"""福临门 食用油 葵花籽清香食用植物调和油 中粮出品 5L""","""WL44873""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥73.00 /桶""","""¥85.44 /桶""","{""品牌"": ""福临门"", ""规格"": ""5L"", ""储存条件"": ""阴凉、通风"", ""类型"": ""葵花籽油"", ""原产地"": ""中国"", ""质保期"": ""18个月""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/497312/Original/497312_6905965.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/497312/Original/497312_6905958.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/497312/9673921/Original/3_WL44873.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/497312/9673922/Original/4_WL44873.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/497312/9673923/Original/5_WL44873.jpg/DetailBig""]","""2012-01-08""",175,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL44873/1633760864712/WL44873_16.jpg""]"
"""福临门 浓香压榨一级花生油 5L  (非转基因)""","""3205760""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥209.00 /桶""","""¥225.80 /桶""","{""品牌"": ""福临门"", ""规格"": ""5L""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/505777/Original/505777_5751376.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/505777/Original/505777_5751374.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/505777/Original/505777_5751375.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/505777/Original/505777_5751377.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/505777/Original/505777_5751378.jpg/DetailBig""]","""2022-06-06""",81,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_16.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_17.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_18.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3205760/1658214895307/3205760_19.jpg""]"
"""蒙牛 mengniu 特仑苏纯牛奶 250ml*12盒/箱  (外箱：280*155*145mm 毛重：6kg)""","""3026701""","[""食品饮料"", ""酒水饮料"", ""牛奶/乳品""]","""¥89.00 /箱""","""¥95.00 /箱""","{""品牌"": ""特仑苏"", ""规格"": ""250ml*12盒/箱"", ""储存条件"": ""常温、阴凉、避光处"", ""类型"": ""纯牛奶"", ""原产地"": ""中国大陆"", ""质保期"": ""180天""}","[""饮用水"", ""茶饮料"", ""碳酸饮料"", ""咖啡饮料"", ""功能饮料"", ""果汁"", ""牛奶/乳品"", ""酒""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20590/326703/Original/326703_6983735.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20590/326703/Original/326703_6983734.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20590/326703/Original/326703_6983736.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20590/326703/Original/326703_6983737.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20082/20590/326703/Original/326703_6983738.jpg/DetailBig""]","""2019-01-31""",809,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3026701/1637284420797/3026701_14.jpg""]"
"""正北 纯净方糖 / 400g/盒  20盒/箱""","""310015""","[""食品饮料"", ""咖啡及冲调"", ""糖""]","""¥12.80 /盒""","""¥13.60 /盒""","{""品牌"": ""正北"", ""规格"": ""400g/盒""}","[""速溶咖啡"", ""咖啡豆/咖啡粉"", ""咖啡伴侣"", ""糖"", ""奶茶/麦片/蜂蜜"", ""其他冲调""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20595/8396/1606200076707/Original/1_310015.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20595/8396/1606200076707/Original/2_310015.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20595/8396/1606200076707/Original/3_310015.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20595/8396/1606200076707/Original/4_310015.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20083/20595/8396/1606200076707/Original/5_310015.jpg/DetailBig""]","""2011-07-15""",900,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/310015/1658295174541/310015_15.jpg""]"
"""草地泥 大米 2.5kg""","""WL144614""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥20.59 /袋""","""¥24.71 /袋""","{""品牌"": ""草地泥"", ""规格"": ""2.5kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/4487956/Original/4487956_9477193.jpg/DetailBig""]","""2010-04-26""",480,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WL144614/1640589545037/WL144614_01.jpg""]"
"""金龙鱼 寒地东北大米 5kg""","""3312740""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥45.80 /袋""","""¥50.50 /袋""","{""品牌"": ""金龙鱼"", ""规格"": ""5kg""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/3194606/Original/3194606_6781776.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/3194606/Original/3194606_6781777.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/3194606/Original/3194606_6781778.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/3194606/Original/3194606_6781779.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20746/20747/3194606/Original/3194606_6781780.jpg/DetailBig""]","""2017-02-26""",533,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3312740/1658375392256/3312740_14.jpg""]"
"""福临门 非转基因一级大豆油 5L 5L  (邮政集团链接)""","""WL40557""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥85.00 /桶""","""¥98.54 /桶""","{""品牌"": ""福临门"", ""规格"": ""5L"", ""储存条件"": ""阴凉、通风"", ""类型"": ""豆油"", ""原产地"": ""中国"", ""质保期"": ""18个月""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485732/Original/485732_6905900.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485732/Original/485732_6905896.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485732/Original/485732_6905898.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485732/Original/485732_6905902.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485732/Original/485732_6905905.jpg/DetailBig""]","""2012-08-13""",40,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_16.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_17.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_18.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_19.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_20.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_21.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_22.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40557/1648794230118/WL40557_23.jpg""]"
"""福临门 一级大豆油 1.8L/桶 6桶/箱  (转基因)""","""3248090""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥37.37 /瓶""","""¥40.36 /瓶""","{""品牌"": ""福临门"", ""规格"": ""1.8L""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220860/1630579869199/Original/1_3248090.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220860/1630579869199/Original/2_3248090.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220860/1630579869199/Original/3_3248090.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220860/1630579869199/Original/4_3248090.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/2220860/1630579869199/Original/5_3248090.jpg/DetailBig""]","""2020-03-08""",457,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_10.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_11.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_12.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_13.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_14.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_15.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_16.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/3248090/1627873812854/3248090_17.jpg""]"
"""苏福邮 软香米 2.2kg""","""WF476689""","[""食品饮料"", ""粮油食品"", ""米面杂粮""]","""¥22.80 /袋""","""¥27.36 /袋""","{""品牌"": ""苏福邮""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/6999923/1642401945188/Original/1_WF476689.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/6999923/1642401945188/Original/2_WF476689.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20602/6999923/1642401945188/Original/3_WF476689.jpg/DetailBig""]","""2022-03-22""",174,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF476689/1642401929969/WF476689_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF476689/1642401929969/WF476689_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WF476689/1642401929969/WF476689_03.jpg""]"
"""达利园 法式软面包 360g/袋  12袋/箱""","""1040289""","[""食品饮料"", ""休闲速食"", ""饼干/糕点""]","""¥15.64 /袋""","""¥17.34 /袋""","{""品牌"": ""达利园"", ""规格"": ""360g/袋"", ""包装方式"": ""简装"", ""储存条件"": ""常温、阴凉、避光处"", ""净含量"": ""360g"", ""是否含糖"": ""含糖"", ""适用人群"": ""通用"", ""原产地"": ""中国大陆"", ""质保期"": ""180天""}","[""休闲零食"", ""方便面/速食食品"", ""饼干/糕点"", ""进口食品"", ""肉干肉脯"", ""糖果/巧克力"", ""蜜饯果干""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40281/1605778770824/Original/1_1040289.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40281/1605778770824/Original/2_1040289.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40281/1605778770824/Original/3_1040289.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40281/1605778770824/Original/4_1040289.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20081/20576/40281/1605778770824/Original/5_1040289.jpg/DetailBig""]","""2022-02-23""",121,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/1040289/1605778701346/1040289_07.jpg""]"
"""福临门 一级大豆油 1.8L  (邮政集团链接)""","""WL40550""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥35.06 /桶""","""¥42.08 /桶""","{""品牌"": ""福临门"", ""规格"": ""1.8l"", ""储存条件"": ""阴凉、通风"", ""类型"": ""豆油"", ""原产地"": ""中国"", ""质保期"": ""18个月""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485725/Original/485725_7020480.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485725/Original/485725_7020478.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485725/Original/485725_7020475.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485725/Original/485725_7020482.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/485725/Original/485725_7020485.jpg/DetailBig""]","""2019-11-02""",883,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_02.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_03.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_04.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_05.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_06.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_07.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_08.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_09.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_19.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_20.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_21.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_22.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_23.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_24.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_25.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Higher/WL40550/1607666902991/WL40550_26.jpg""]"
"""金龙鱼 (非转基因/物理压榨)低芥酸纯香菜籽油 5L*4 5L  4桶/件""","""WL69182""","[""食品饮料"", ""粮油食品"", ""食用油""]","""¥67.00 /桶""","""¥80.40 /桶""","{""品牌"": ""金龙鱼"", ""规格"": ""5L/桶 4桶/件""}","[""食用油"", ""米面杂粮"", ""调味品""]","[""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3193121/Original/3193121_6779937.jpg/DetailBig"", ""https://img.colipu.com/pmspic/ItemPicture/20010/20085/20601/3193121/Original/3193121_6779938.jpg/DetailBig""]","""2011-09-21""",919,"[""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WL69182/120412/WL69182_01.jpg"", ""https://pic.colipu.com/ProductDescribe/ProductDesc_Middle/WL69182/120412/WL69182_02.jpg""]"
